region,region_code,period,all_providers,all_primary_care_providers,all_physicians,all_primary_care_physicians,all_nurse_practitioners,all_primary_care_nurse_practitioners,all_physician_assistants,all_primary_care_physician_assistants
Texas,TX,2013,0,0,0,0,0,0,0,0
Texas,TX,2013,0,0,0,0,0,0,0,0
Texas,TX,2013,118,56,101,42,12,10,6,4
Texas,TX,2013,5,4,2,2,0,0,2,2
Texas,TX,2013,0,0,0,0,0,0,0,0
Texas,TX,2013,0,0,0,0,0,0,0,0
Texas,TX,2013,34,20,27,16,3,2,4,2
Texas,TX,2013,7,7,3,3,4,4,0,0
Texas,TX,2013,124,51,94,32,24,15,5,4
Texas,TX,2013,8,8,5,5,2,2,1,1
Texas,TX,2013,15,8,13,6,1,1,1,1
Texas,TX,2013,5,5,3,3,0,0,2,2
Texas,TX,2013,23,18,18,13,2,2,3,3
Texas,TX,2013,9,8,8,7,1,1,0,0
Texas,TX,2013,4,3,2,2,0,0,2,1
Texas,TX,2013,62,45,45,28,8,8,9,9
Texas,TX,2013,21,17,13,10,5,5,2,2
Texas,TX,2013,0,0,0,0,0,0,0,0
Texas,TX,2013,1,1,0,0,0,0,1,1
Texas,TX,2013,41,25,35,20,1,1,4,4
Texas,TX,2013,0,0,0,0,0,0,0,0
Texas,TX,2013,847,329,655,221,130,80,62,28
Texas,TX,2013,3,3,1,1,2,2,0,0
Texas,TX,2013,4,4,3,3,0,0,1,1
Texas,TX,2013,472,230,399,176,55,42,18,12
Texas,TX,2013,0,0,0,0,0,0,0,0
Texas,TX,2013,6,6,4,4,2,2,0,0
Texas,TX,2013,6,6,2,2,3,3,1,1
Texas,TX,2013,4,4,2,2,1,1,1,1
Texas,TX,2013,2,1,0,0,0,0,1,1
Texas,TX,2013,40,27,32,21,6,4,2,2
Texas,TX,2013,53,39,38,24,4,4,11,11
Texas,TX,2013,44,24,37,17,2,2,5,5
Texas,TX,2013,2,1,1,1,0,0,0,0
Texas,TX,2013,255,126,190,84,33,24,32,18
Texas,TX,2013,28,18,17,7,7,7,4,4
Texas,TX,2013,6,6,4,4,1,1,1,1
Texas,TX,2013,4,4,2,2,1,1,1,1
Texas,TX,2013,15,12,9,6,3,3,3,3
Texas,TX,2013,799,359,640,255,82,61,76,43
Texas,TX,2013,15,10,12,8,2,1,1,1
Texas,TX,2013,4,4,2,2,0,0,2,2
Texas,TX,2013,0,0,0,0,0,0,0,0
Texas,TX,2013,128,64,106,46,18,16,4,2
Texas,TX,2013,53,28,45,22,4,4,4,2
Texas,TX,2013,8,7,2,2,4,4,1,1
Texas,TX,2013,15,11,12,8,3,3,0,0
Texas,TX,2013,761,355,639,259,79,68,43,28
Texas,TX,2013,7,7,5,5,2,2,0,0
Texas,TX,2013,0,0,0,0,0,0,0,0
Texas,TX,2013,51,40,32,24,15,13,4,3
Texas,TX,2013,28,20,19,12,7,6,2,2
Texas,TX,2013,19,15,14,11,2,2,3,2
Texas,TX,2013,119,71,94,50,14,11,10,10
Texas,TX,2013,4,4,2,2,1,1,1,1
Texas,TX,2013,21,20,12,11,5,5,4,4
Texas,TX,2013,52,29,44,23,4,4,4,2
Texas,TX,2013,514,203,413,137,72,56,29,10
Texas,TX,2013,6,6,4,4,2,2,0,0
Texas,TX,2013,4,3,2,2,0,0,1,1
Texas,TX,2013,70,35,47,18,15,11,8,6
Texas,TX,2013,0,0,0,0,0,0,0,0
Texas,TX,2013,6,7,3,3,2,2,2,2
Texas,TX,2013,7,6,4,3,3,3,0,0
Texas,TX,2013,14,11,9,6,3,3,2,2
Texas,TX,2013,5,5,3,3,1,1,1,1
Texas,TX,2013,0,0,0,0,0,0,0,0
Texas,TX,2013,4,4,4,4,0,0,0,0
Texas,TX,2013,149,81,113,55,18,15,18,11
Texas,TX,2013,9,9,7,7,0,0,2,2
Texas,TX,2013,51,38,32,20,16,16,2,2
Texas,TX,2013,5,5,2,2,2,2,1,1
Texas,TX,2013,6,5,3,2,3,3,0,0
Texas,TX,2013,4,4,3,3,0,0,1,1
Texas,TX,2013,62,43,34,24,16,10,12,9
Texas,TX,2013,6,6,1,1,4,4,1,1
Texas,TX,2013,3,2,2,1,0,0,1,1
Texas,TX,2013,10,10,8,8,0,0,2,2
Texas,TX,2013,8,8,3,3,4,4,1,1
Texas,TX,2013,21,14,10,6,8,8,2,0
Texas,TX,2013,2,1,0,0,1,1,0,0
Texas,TX,2013,735,246,618,188,76,44,42,14
Texas,TX,2013,24,14,19,8,4,4,2,2
Texas,TX,2013,40,33,25,19,4,4,10,10
Texas,TX,2013,8,7,5,4,3,3,0,0
Texas,TX,2013,1,1,0,0,1,1,0,0
Texas,TX,2013,3,2,2,1,1,1,0,0
Texas,TX,2013,5,5,3,3,1,1,1,1
Texas,TX,2013,5,5,3,3,1,1,1,1
Texas,TX,2013,3787,1641,3139,1245,346,216,303,180
Texas,TX,2013,358,148,268,93,58,39,31,16
Texas,TX,2013,2,2,0,0,0,0,2,2
Texas,TX,2013,9,9,6,6,3,3,0,0
Texas,TX,2013,2,2,1,1,1,1,0,0
Texas,TX,2013,59,29,47,19,10,8,3,2
Texas,TX,2013,279,121,218,93,43,21,18,7
Texas,TX,2013,2760,1041,2274,811,262,143,224,87
Texas,TX,2013,7,7,3,3,0,0,4,4
Texas,TX,2013,13,10,9,7,3,3,1,0
Texas,TX,2013,9,9,6,6,2,2,1,1
Texas,TX,2013,4,3,2,2,1,1,0,0
Texas,TX,2013,46,28,29,14,8,8,8,6
Texas,TX,2013,48,34,35,22,8,8,5,4
Texas,TX,2013,18,15,14,11,1,1,3,3
Texas,TX,2013,228,106,182,75,30,24,16,7
Texas,TX,2013,73,35,63,29,3,3,7,3
Texas,TX,2013,14,10,9,6,4,4,0,0
Texas,TX,2013,12,10,4,3,2,2,6,5
Texas,TX,2013,42,26,37,21,3,3,2,2
Texas,TX,2013,260,157,198,104,50,41,12,12
Texas,TX,2013,47,26,37,17,4,2,7,7
Texas,TX,2013,5,3,4,2,0,0,1,1
Texas,TX,2013,269,115,214,83,39,20,16,12
Texas,TX,2013,10,7,7,4,3,3,0,0
Texas,TX,2013,16,17,12,12,0,0,5,5
Texas,TX,2013,729,353,597,276,67,51,65,26
Texas,TX,2013,32,24,20,12,9,9,3,3
Texas,TX,2013,3,3,1,1,2,2,0,0
Texas,TX,2013,93,62,64,37,12,10,16,15
Texas,TX,2013,39,29,27,18,10,9,2,2
Texas,TX,2013,11,8,8,5,2,2,1,1
Texas,TX,2013,29,18,23,12,6,6,0,0
Texas,TX,2013,3,2,1,1,1,1,0,0
Texas,TX,2013,8,7,6,4,0,0,3,3
Utah,UT,2013,7,7,3,3,2,2,2,2
Utah,UT,2013,59,31,44,22,6,5,8,4
Utah,UT,2013,195,92,148,65,22,18,24,9
Utah,UT,2013,40,25,27,12,5,5,8,8
Utah,UT,2013,0,0,0,0,0,0,0,0
Utah,UT,2013,410,228,323,172,32,24,56,32
Utah,UT,2013,29,16,23,10,1,1,5,5
Utah,UT,2013,8,6,4,1,1,1,4,4
Utah,UT,2013,6,7,4,4,1,1,2,2
Utah,UT,2013,12,7,8,4,1,1,2,2
Utah,UT,2013,76,43,51,24,12,10,13,9
Utah,UT,2013,9,8,9,8,0,0,0,0
Utah,UT,2013,4,3,3,2,1,1,0,0
Utah,UT,2013,12,9,8,6,2,2,2,1
Utah,UT,2013,2,2,2,2,0,0,0,0
Utah,UT,2013,2,1,1,1,0,0,0,0
Utah,UT,2013,1,1,0,0,0,0,1,1
Utah,UT,2013,3231,1030,2611,776,339,164,281,90
Utah,UT,2013,32,28,14,12,3,3,15,13
Utah,UT,2013,28,23,24,20,2,2,2,1
Utah,UT,2013,25,17,17,11,3,3,4,3
Utah,UT,2013,89,46,66,32,10,6,14,8
Utah,UT,2013,71,44,37,20,9,6,25,18
Utah,UT,2013,38,26,29,18,4,4,5,4
Utah,UT,2013,925,409,634,267,167,88,124,54
Utah,UT,2013,22,17,13,10,3,3,6,4
Utah,UT,2013,361,139,263,93,54,30,46,16
Utah,UT,2013,3,3,1,1,1,1,1,1
Utah,UT,2013,540,209,407,137,70,33,63,39
Vermont,VT,2013,80,50,64,38,10,8,6,4
Vermont,VT,2013,122,58,106,46,11,8,5,4
Vermont,VT,2013,77,45,54,30,18,14,5,1
Vermont,VT,2013,851,311,684,229,94,54,74,28
Vermont,VT,2013,6,6,3,3,1,1,2,2
Vermont,VT,2013,82,43,58,27,8,5,16,11
Vermont,VT,2013,4,3,3,3,0,0,0,0
Vermont,VT,2013,36,18,26,14,6,4,3,0
Vermont,VT,2013,39,27,28,17,7,7,4,3
Vermont,VT,2013,61,32,47,21,8,6,7,5
Vermont,VT,2013,165,74,121,49,20,13,25,12
Vermont,VT,2013,144,81,108,54,22,14,15,13
Vermont,VT,2013,112,63,89,46,14,9,9,8
Vermont,VT,2013,92,68,72,51,11,11,9,6
Virginia,VA,2013,26,22,18,14,1,1,7,7
Virginia,VA,2013,259,106,233,88,20,15,6,3
Virginia,VA,2013,37,13,31,10,2,2,4,1
Virginia,VA,2013,6,5,3,3,2,2,0,0
Virginia,VA,2013,20,13,15,9,2,2,3,2
Virginia,VA,2013,4,4,3,3,1,1,0,0
Virginia,VA,2013,447,201,392,175,24,14,32,12
Virginia,VA,2013,183,63,147,45,27,16,10,2
Virginia,VA,2013,1,1,1,1,0,0,0,0
Virginia,VA,2013,70,41,49,29,8,8,13,4
Virginia,VA,2013,8,7,2,1,6,6,0,0
Virginia,VA,2013,18,16,12,10,3,3,3,3
Virginia,VA,2013,8,9,4,4,5,5,0,0
Virginia,VA,2013,39,26,22,10,17,16,0,0
Virginia,VA,2013,14,10,11,7,3,3,0,0
Virginia,VA,2013,12,12,9,9,2,2,1,1
Virginia,VA,2013,12,11,8,7,3,3,1,1
Virginia,VA,2013,77,45,57,29,16,12,4,4
Virginia,VA,2013,4,4,2,2,2,2,0,0
Virginia,VA,2013,9,9,6,6,3,3,0,0
Virginia,VA,2013,667,296,568,246,70,41,30,9
Virginia,VA,2013,6,5,3,2,1,1,2,2
Virginia,VA,2013,1,1,1,1,0,0,0,0
Virginia,VA,2013,76,33,62,24,11,9,2,0
Virginia,VA,2013,1,1,1,1,0,0,0,0
Virginia,VA,2013,16,16,9,8,6,6,2,2
Virginia,VA,2013,6,6,4,4,2,2,0,0
Virginia,VA,2013,29,9,25,6,3,2,1,1
Virginia,VA,2013,2767,1189,2309,936,284,194,174,59
Virginia,VA,2013,124,54,90,36,23,16,12,2
Virginia,VA,2013,10,10,7,7,2,2,1,1
Virginia,VA,2013,10,10,9,8,2,2,0,0
Virginia,VA,2013,45,33,36,25,4,4,6,4
Virginia,VA,2013,24,10,19,7,4,2,1,1
Virginia,VA,2013,17,13,13,9,2,2,2,2
Virginia,VA,2013,57,27,51,23,4,4,2,0
Virginia,VA,2013,8,7,7,6,1,1,0,0
Virginia,VA,2013,9,7,4,4,3,3,2,0
Virginia,VA,2013,4,4,3,3,1,1,0,0
Virginia,VA,2013,20,10,19,9,1,1,0,0
Virginia,VA,2013,86,29,62,19,12,8,11,2
Virginia,VA,2013,258,135,216,111,36,20,7,4
Virginia,VA,2013,687,293,542,226,92,51,53,16
Virginia,VA,2013,111,66,80,41,24,19,8,6
Virginia,VA,2013,3,3,1,1,2,2,0,0
Virginia,VA,2013,28,21,22,17,3,2,3,2
Virginia,VA,2013,287,114,222,91,32,21,32,2
Virginia,VA,2013,2,2,2,2,0,0,0,0
Virginia,VA,2013,10,8,8,7,0,0,1,1
Virginia,VA,2013,12,12,10,10,2,2,0,0
Virginia,VA,2013,7,6,5,4,2,2,0,0
Virginia,VA,2013,25,21,14,11,10,10,0,0
Virginia,VA,2013,595,300,471,218,77,61,47,21
Virginia,VA,2013,16,13,10,9,5,4,0,0
Virginia,VA,2013,8,8,4,4,4,4,0,0
Virginia,VA,2013,6,5,2,2,1,1,2,2
Virginia,VA,2013,4,4,2,2,2,2,0,0
Virginia,VA,2013,57,29,38,14,15,14,4,1
Virginia,VA,2013,10,10,7,7,2,2,1,1
Virginia,VA,2013,237,101,184,76,32,17,21,8
Virginia,VA,2013,238,83,171,61,29,17,38,5
Virginia,VA,2013,18,17,14,13,4,4,0,0
Virginia,VA,2013,17,14,9,6,5,5,3,3
Virginia,VA,2013,40,25,30,16,8,8,2,1
Virginia,VA,2013,31,23,26,19,5,4,0,0
Virginia,VA,2013,17,16,12,11,5,5,0,0
Virginia,VA,2013,40,35,34,30,4,3,2,2
Virginia,VA,2013,27,22,18,13,9,9,0,0
Virginia,VA,2013,10,9,5,5,2,2,2,2
Virginia,VA,2013,18,18,8,8,8,8,2,2
Virginia,VA,2013,16,12,11,10,5,2,0,0
Virginia,VA,2013,35,17,30,12,4,4,1,1
Virginia,VA,2013,53,32,44,26,7,6,1,0
Virginia,VA,2013,488,276,402,221,63,45,23,10
Virginia,VA,2013,41,19,34,14,6,4,1,1
Virginia,VA,2013,2,2,2,2,0,0,0,0
Virginia,VA,2013,7,5,6,4,1,1,0,0
Virginia,VA,2013,136,71,104,53,15,11,18,7
Virginia,VA,2013,41,28,32,21,3,3,6,4
Virginia,VA,2013,26,25,16,16,7,7,2,2
Virginia,VA,2013,46,34,24,13,19,18,3,3
Virginia,VA,2013,20,19,10,10,8,8,1,1
Virginia,VA,2013,40,26,30,19,6,3,4,4
Virginia,VA,2013,50,30,38,21,11,9,1,0
Virginia,VA,2013,4,5,3,3,2,2,0,0
Virginia,VA,2013,178,105,130,73,23,19,25,13
Virginia,VA,2013,120,75,90,53,16,14,15,8
Virginia,VA,2013,2,2,2,2,0,0,0,0
Virginia,VA,2013,6,6,2,2,4,4,0,0
Virginia,VA,2013,103,52,78,35,20,13,5,4
Virginia,VA,2013,53,27,46,22,6,5,0,0
Virginia,VA,2013,143,66,111,44,26,20,6,2
Virginia,VA,2013,8,7,6,5,2,2,0,0
Virginia,VA,2013,62,50,52,40,11,10,0,0
Virginia,VA,2013,67,31,51,22,11,8,6,1
Virginia,VA,2013,27,19,18,13,6,4,2,2
Virginia,VA,2013,296,116,242,90,31,18,23,8
Virginia,VA,2013,536,238,442,194,58,32,36,12
Virginia,VA,2013,1010,331,803,263,106,58,101,10
Virginia,VA,2013,951,400,727,299,93,64,131,37
Virginia,VA,2013,303,138,261,112,24,16,18,10
Virginia,VA,2013,22,16,15,10,7,6,0,0
Virginia,VA,2013,1,1,1,1,0,0,0,0
Virginia,VA,2013,737,163,649,127,69,34,19,2
Virginia,VA,2013,434,247,350,193,58,41,27,13
Virginia,VA,2013,93,43,82,36,7,4,4,3
Virginia,VA,2013,8,5,6,3,2,2,0,0
Virginia,VA,2013,186,89,136,54,36,29,14,6
Virginia,VA,2013,93,63,82,54,8,8,3,1
Virginia,VA,2013,38,19,31,14,5,5,2,0
Virginia,VA,2013,257,98,206,76,28,16,22,6
Virginia,VA,2013,226,101,177,75,28,22,21,4
Virginia,VA,2013,48,20,40,17,3,3,5,0
Virginia,VA,2013,385,148,302,114,50,22,34,12
Virginia,VA,2013,187,97,157,72,26,22,5,3
Virginia,VA,2013,59,31,49,23,7,6,4,2
Virginia,VA,2013,81,44,73,36,6,6,2,2
Virginia,VA,2013,261,74,213,61,23,8,24,5
Virginia,VA,2013,21,19,14,12,6,6,1,1
Virginia,VA,2013,1185,354,979,264,171,78,35,12
Virginia,VA,2013,517,173,419,141,61,24,36,8
Virginia,VA,2013,209,73,167,63,6,3,36,7
Virginia,VA,2013,44,29,30,16,8,7,6,6
Virginia,VA,2013,33,23,30,20,2,2,1,1
Virginia,VA,2013,373,151,284,114,45,19,44,18
Washington,WA,2013,24,21,16,13,0,0,8,8
Washington,WA,2013,36,18,30,17,3,1,2,0
Washington,WA,2013,469,198,349,144,69,32,50,22
Washington,WA,2013,240,89,191,68,20,11,28,10
Washington,WA,2013,172,103,124,66,30,26,17,11
Washington,WA,2013,820,372,657,299,59,23,105,50
Washington,WA,2013,5,5,3,3,2,2,0,0
Washington,WA,2013,199,99,147,65,30,19,22,15
Washington,WA,2013,20,14,14,12,2,0,4,2
Washington,WA,2013,6,6,2,2,2,2,2,2
Washington,WA,2013,95,73,76,55,10,10,10,8
Washington,WA,2013,4,4,1,1,1,1,2,2
Washington,WA,2013,111,80,70,42,22,21,19,17
Washington,WA,2013,119,66,83,38,24,20,13,8
Washington,WA,2013,83,45,66,30,5,5,12,10
Washington,WA,2013,55,35,35,20,14,11,6,4
Washington,WA,2013,6618,2443,5583,2001,605,303,430,139
Washington,WA,2013,499,217,403,159,60,36,36,22
Washington,WA,2013,59,52,41,35,9,9,9,8
Washington,WA,2013,31,24,21,14,4,4,6,6
Washington,WA,2013,139,91,90,48,30,28,19,15
Washington,WA,2013,14,11,8,7,3,1,3,3
Washington,WA,2013,51,34,39,22,4,4,8,8
Washington,WA,2013,68,51,44,28,16,16,8,7
Washington,WA,2013,22,18,13,10,8,6,2,2
Washington,WA,2013,15,14,8,7,2,2,5,5
Washington,WA,2013,2011,856,1566,623,253,159,192,74
Washington,WA,2013,19,17,12,10,5,5,2,2
Washington,WA,2013,19,17,12,10,5,5,2,2
Washington,WA,2013,305,133,235,93,39,28,31,12
Washington,WA,2013,4,4,1,1,2,2,1,1
Washington,WA,2013,1177,566,939,435,138,89,100,42
Washington,WA,2013,1481,565,1107,372,196,113,178,80
Washington,WA,2013,46,38,30,23,6,5,10,10
Washington,WA,2013,573,268,445,194,70,54,58,20
Washington,WA,2013,2,2,1,1,1,1,0,0
Washington,WA,2013,169,86,138,66,23,16,8,4
Washington,WA,2013,500,219,394,152,60,47,47,20
Washington,WA,2013,82,57,62,39,14,12,6,6
Washington,WA,2013,513,237,379,173,64,32,69,32
West Virginia,WV,2013,17,16,10,9,2,2,5,5
West Virginia,WV,2013,170,88,136,64,20,14,14,10
West Virginia,WV,2013,32,18,18,10,6,3,8,5
West Virginia,WV,2013,15,13,8,5,6,6,2,2
West Virginia,WV,2013,10,10,6,6,4,4,0,0
West Virginia,WV,2013,498,193,422,151,45,24,32,18
West Virginia,WV,2013,6,5,3,2,1,1,2,2
West Virginia,WV,2013,11,9,4,2,5,5,2,2
West Virginia,WV,2013,3,3,2,2,1,1,0,0
West Virginia,WV,2013,72,62,42,32,15,15,15,15
West Virginia,WV,2013,8,9,2,2,6,6,1,1
West Virginia,WV,2013,21,15,15,10,4,3,2,2
West Virginia,WV,2013,117,74,86,52,12,12,20,10
West Virginia,WV,2013,12,10,7,4,2,2,4,4
West Virginia,WV,2013,74,35,60,27,6,4,8,4
West Virginia,WV,2013,23,22,7,7,6,6,9,9
West Virginia,WV,2013,200,98,160,75,17,13,23,10
West Virginia,WV,2013,32,21,18,10,9,9,5,2
West Virginia,WV,2013,47,31,40,24,2,2,5,5
West Virginia,WV,2013,839,286,663,212,75,33,101,41
West Virginia,WV,2013,32,18,26,14,1,1,4,3
West Virginia,WV,2013,17,16,12,11,2,2,3,3
West Virginia,WV,2013,90,32,64,22,17,5,9,5
West Virginia,WV,2013,29,22,19,14,8,6,2,2
West Virginia,WV,2013,89,50,71,38,8,6,10,6
West Virginia,WV,2013,41,27,30,19,4,2,6,6
West Virginia,WV,2013,43,23,35,21,8,2,0,0
West Virginia,WV,2013,165,73,117,45,24,14,24,14
West Virginia,WV,2013,20,13,16,9,3,3,1,1
West Virginia,WV,2013,35,21,21,12,9,6,4,3
West Virginia,WV,2013,608,145,499,102,46,28,64,15
West Virginia,WV,2013,10,9,4,4,2,2,3,3
West Virginia,WV,2013,10,8,8,6,1,1,1,1
West Virginia,WV,2013,57,37,38,24,10,8,10,5
West Virginia,WV,2013,242,93,187,58,37,26,19,9
West Virginia,WV,2013,8,7,4,4,2,2,2,1
West Virginia,WV,2013,3,2,2,2,0,0,0,0
West Virginia,WV,2013,14,13,9,9,1,1,4,3
West Virginia,WV,2013,40,30,26,18,10,10,3,2
West Virginia,WV,2013,64,40,54,34,3,2,7,4
West Virginia,WV,2013,296,133,201,90,48,28,47,15
West Virginia,WV,2013,85,39,48,20,12,9,26,10
West Virginia,WV,2013,8,8,3,3,5,5,0,0
West Virginia,WV,2013,18,13,11,8,4,3,2,2
West Virginia,WV,2013,12,7,8,3,2,2,2,2
West Virginia,WV,2013,19,18,10,9,1,1,8,8
West Virginia,WV,2013,9,9,4,4,2,2,3,3
West Virginia,WV,2013,7,6,4,4,0,0,2,2
West Virginia,WV,2013,37,30,26,18,5,5,7,7
West Virginia,WV,2013,32,27,27,21,4,4,2,2
West Virginia,WV,2013,18,16,8,6,5,5,5,5
West Virginia,WV,2013,24,15,18,10,4,4,2,1
West Virginia,WV,2013,4,3,2,2,0,0,1,1
West Virginia,WV,2013,230,91,164,58,37,23,28,10
West Virginia,WV,2013,21,20,6,5,3,3,12,12
Wisconsin,WI,2013,10,8,7,5,2,2,1,1
Wisconsin,WI,2013,46,27,38,21,7,6,1,0
Wisconsin,WI,2013,132,68,97,52,17,8,18,8
Wisconsin,WI,2013,9,8,6,5,3,3,0,0
Wisconsin,WI,2013,712,274,559,208,106,50,48,16
Wisconsin,WI,2013,4,4,2,2,2,2,0,0
Wisconsin,WI,2013,20,15,14,9,4,4,2,2
Wisconsin,WI,2013,17,10,11,5,5,4,1,1
Wisconsin,WI,2013,108,63,90,50,10,7,8,6
Wisconsin,WI,2013,30,27,17,14,5,5,8,8
Wisconsin,WI,2013,76,48,58,32,7,7,11,9
Wisconsin,WI,2013,34,17,29,12,3,3,2,2
Wisconsin,WI,2013,1810,634,1481,505,159,58,170,71
Wisconsin,WI,2013,169,88,129,59,17,15,23,14
Wisconsin,WI,2013,53,33,35,23,11,8,7,2
Wisconsin,WI,2013,35,30,25,21,6,5,4,4
Wisconsin,WI,2013,62,48,38,26,14,14,9,8
Wisconsin,WI,2013,384,119,331,101,36,16,16,2
Wisconsin,WI,2013,2,2,1,1,0,0,1,1
Wisconsin,WI,2013,194,89,163,69,28,18,3,2
Wisconsin,WI,2013,20,19,14,14,5,4,1,1
Wisconsin,WI,2013,90,53,56,30,21,15,13,8
Wisconsin,WI,2013,63,25,53,22,5,3,5,0
Wisconsin,WI,2013,40,18,30,14,9,4,1,0
Wisconsin,WI,2013,37,26,25,15,6,5,6,6
Wisconsin,WI,2013,4,4,2,1,2,2,1,1
Wisconsin,WI,2013,27,21,23,17,4,4,0,0
Wisconsin,WI,2013,105,50,82,38,8,6,14,6
Wisconsin,WI,2013,72,40,55,26,4,4,12,10
Wisconsin,WI,2013,287,110,239,83,21,17,27,10
Wisconsin,WI,2013,17,12,9,5,4,3,4,4
Wisconsin,WI,2013,478,175,387,147,42,17,49,11
Wisconsin,WI,2013,17,9,13,5,0,0,4,4
Wisconsin,WI,2013,40,21,33,14,6,6,1,1
Wisconsin,WI,2013,44,30,34,21,8,7,2,2
Wisconsin,WI,2013,146,72,115,51,21,15,10,6
